dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;n_tot_rappel_biv;n_tot_3_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel;couv_tot_rappel_biv;couv_tot_3_rappel
973;69;2023-07-10;3897;3673;2523;485;181;66;7784.0;50.1;47.2;32.4;6.2;2.3;0.8
973;74;2023-07-10;2508;2383;1626;388;135;59;5210.0;48.1;45.7;31.2;7.4;2.6;1.1
973;79;2023-07-10;1427;1360;935;208;69;35;3234.0;44.1;42.1;28.9;6.4;2.1;1.1
973;80;2023-07-10;1262;1181;752;144;43;14;3415.0;37.0;34.6;22.0;4.2;1.3;0.4
974;04;2023-07-10;39;14;6;0;0;0;57556.0;0.1;0.0;0.0;0.0;0.0;0.0
974;11;2023-07-10;1251;1033;86;1;10;0;25778.0;4.9;4.0;0.3;0.0;0.0;0.0
974;17;2023-07-10;55193;52922;9974;144;309;4;81261.0;67.9;65.1;12.3;0.2;0.4;0.0
974;24;2023-07-10;64102;61857;34143;407;464;9;77953.0;82.2;79.4;43.8;0.5;0.6;0.0
974;29;2023-07-10;38278;37162;21328;354;266;7;46535.0;82.3;79.9;45.8;0.8;0.6;0.0
974;39;2023-07-10;88762;86893;54688;1122;703;39;105522.0;84.1;82.3;51.8;1.1;0.7;0.0
974;49;2023-07-10;95004;93562;66416;1735;996;76;111042.0;85.6;84.3;59.8;1.6;0.9;0.1
974;59;2023-07-10;103145;101904;77862;4954;1731;346;125976.0;81.9;80.9;61.8;3.9;1.4;0.3
974;09;2023-07-10;838;639;8;0;0;0;62916.0;1.3;1.0;0.0;0.0;0.0;0.0
974;64;2023-07-10;41523;41053;33226;5808;1403;639;51671.0;80.4;79.5;64.3;11.2;2.7;1.2
974;69;2023-07-10;34324;33967;28200;6052;1500;764;43867.0;78.2;77.4;64.3;13.8;3.4;1.7
974;74;2023-07-10;24000;23740;19726;4830;1353;683;30665.0;78.3;77.4;64.3;15.8;4.4;2.2
974;79;2023-07-10;15799;15623;12554;2956;771;442;20892.0;75.6;74.8;60.1;14.1;3.7;2.1
974;80;2023-07-10;18412;18051;13616;3099;764;421;27212.0;67.7;66.3;50.0;11.4;2.8;1.5
976;04;2023-07-10;111;47;4;0;0;0;47067.0;0.2;0.1;0.0;0.0;0.0;0.0
976;11;2023-07-10;428;245;7;0;1;0;16383.0;2.6;1.5;0.0;0.0;0.0;0.0
976;17;2023-07-10;26973;20401;2244;7;123;0;44126.0;61.1;46.2;5.1;0.0;0.3;0.0
976;24;2023-07-10;26665;22148;6248;86;249;1;28729.0;92.8;77.1;21.7;0.3;0.9;0.0
976;29;2023-07-10;17935;15358;4886;118;187;2;19945.0;89.9;77.0;24.5;0.6;0.9;0.0
976;39;2023-07-10;35093;31120;11989;363;449;5;40363.0;86.9;77.1;29.7;0.9;1.1;0.0
976;49;2023-07-10;27942;25484;12300;445;400;7;30113.0;92.8;84.6;40.8;1.5;1.3;0.0
976;59;2023-07-10;15942;14748;8437;485;322;18;15800.0;99.0;93.3;53.4;3.1;2.0;0.1
976;09;2023-07-10;153;92;2;0;0;0;43945.0;0.3;0.2;0.0;0.0;0.0;0.0
976;64;2023-07-10;4732;4400;2562;296;111;28;4916.0;96.3;89.5;52.1;6.0;2.3;0.6
976;69;2023-07-10;2996;2763;1542;152;67;17;3367.0;89.0;82.1;45.8;4.5;2.0;0.5
976;74;2023-07-10;1745;1570;771;56;21;9;1902.0;91.7;82.5;40.5;2.9;1.1;0.5
976;79;2023-07-10;903;796;339;22;10;2;1341.0;67.3;59.4;25.3;1.6;0.7;0.1
976;80;2023-07-10;780;659;238;14;1;0;1351.0;57.7;48.8;17.6;1.0;0.1;0.0
977;04;2023-07-10;5;5;3;0;0;0;525.6;1.0;1.0;0.6;0.0;0.0;0.0
977;11;2023-07-10;19;18;4;0;0;0;186.0;10.2;9.7;2.2;0.0;0.0;0.0
977;17;2023-07-10;366;351;119;1;2;0;548.9;66.7;63.9;21.7;0.2;0.4;0.0
977;24;2023-07-10;780;744;471;18;4;0;769.4;99.0;96.7;61.2;2.3;0.5;0.0
977;29;2023-07-10;931;895;603;22;3;1;976.0;95.4;91.7;61.8;2.3;0.3;0.1
977;39;2023-07-10;1963;1898;1295;49;10;1;1780.9;99.0;99.0;72.7;2.8;0.6;0.1
977;49;2023-07-10;1791;1747;1208;43;11;0;1837.2;97.5;95.1;65.8;2.3;0.6;0.0
977;59;2023-07-10;1738;1706;1276;70;21;3;1573.2;99.0;99.0;81.1;4.4;1.3;0.2
977;09;2023-07-10;13;12;3;0;0;0;525.5;2.5;2.3;0.6;0.0;0.0;0.0
977;64;2023-07-10;514;502;374;68;17;6;440.2;99.0;99.0;85.0;15.4;3.9;1.4
977;69;2023-07-10;355;341;274;61;23;13;314.1;99.0;99.0;87.2;19.4;7.3;4.1
977;74;2023-07-10;244;235;190;53;16;10;255.1;95.6;92.1;74.5;20.8;6.3;3.9
977;79;2023-07-10;166;163;127;43;19;6;172.7;96.1;94.4;73.5;24.9;11.0;3.5
977;80;2023-07-10;133;128;92;30;12;9;219.3;60.7;58.4;42.0;13.7;5.5;4.1
978;04;2023-07-10;9;3;0;0;0;0;2527.2;0.4;0.1;0.0;0.0;0.0;0.0
978;11;2023-07-10;38;33;4;0;0;0;1175.1;3.2;2.8;0.3;0.0;0.0;0.0
978;17;2023-07-10;935;874;168;1;6;0;3738.5;25.0;23.4;4.5;0.0;0.2;0.0
978;24;2023-07-10;1344;1242;538;13;23;0;2305.9;58.3;53.9;23.3;0.6;1.0;0.0
978;29;2023-07-10;942;879;327;13;8;0;1945.2;48.4;45.2;16.8;0.7;0.4;0.0
978;39;2023-07-10;2546;2384;1020;55;22;0;4495.6;56.6;53.0;22.7;1.2;0.5;0.0
978;49;2023-07-10;2689;2540;1320;64;36;2;5315.7;50.6;47.8;24.8;1.2;0.7;0.0
978;59;2023-07-10;3096;2948;1700;137;63;8;5116.8;60.5;57.6;33.2;2.7;1.2;0.2
978;09;2023-07-10;41;31;2;0;0;0;2690.7;1.5;1.2;0.1;0.0;0.0;0.0
978;64;2023-07-10;1217;1172;680;120;56;26;1774.4;68.6;66.0;38.3;6.8;3.2;1.5
978;69;2023-07-10;855;807;486;127;56;25;1360.0;62.9;59.3;35.7;9.3;4.1;1.8
978;74;2023-07-10;570;552;365;120;52;20;781.2;73.0;70.7;46.7;15.4;6.7;2.6
978;79;2023-07-10;335;321;210;59;28;17;425.2;78.8;75.5;49.4;13.9;6.6;4.0
978;80;2023-07-10;240;218;120;34;16;10;413.4;58.1;52.7;29.0;8.2;3.9;2.4
01;0;2023-07-10;493049;488417;371538;87567;52452;18024;665391.0;74.1;73.4;55.8;13.2;7.9;2.7
02;0;2023-07-10;419878;415358;329138;79335;44654;17687;524403.0;80.1;79.2;62.8;15.1;8.5;3.4
03;0;2023-07-10;274042;271471;222669;60840;34662;12447;331757.0;82.6;81.8;67.1;18.3;10.4;3.8
04;0;2023-07-10;120596;118949;91212;23762;13809;5059;165582.0;72.8;71.8;55.1;14.4;8.3;3.1
05;0;2023-07-10;110642;109210;83199;20983;12298;4349;141059.0;78.4;77.4;59.0;14.9;8.7;3.1
06;0;2023-07-10;865939;854156;654851;161217;91432;36458;1103555.0;78.5;77.4;59.3;14.6;8.3;3.3
07;0;2023-07-10;253166;250419;194095;50921;29999;10606;330865.0;76.5;75.7;58.7;15.4;9.1;3.2
08;0;2023-07-10;213462;211304;168848;43904;24856;9844;265285.0;80.5;79.7;63.6;16.5;9.4;3.7
09;0;2023-07-10;115382;114015;89242;23060;13138;4576;153126.0;75.4;74.5;58.3;15.1;8.6;3.0
10;0;2023-07-10;238489;236097;187124;46891;27265;9765;311083.0;76.7;75.9;60.2;15.1;8.8;3.1
11;0;2023-07-10;292123;288610;226139;62010;36161;13873;379844.0;76.9;76.0;59.5;16.3;9.5;3.7
12;0;2023-07-10;221191;218791;172344;43033;25602;7888;280254.0;78.9;78.1;61.5;15.4;9.1;2.8
13;0;2023-07-10;1508453;1485414;1103333;243086;144139;50719;2062499.0;73.1;72.0;53.5;11.8;7.0;2.5
14;0;2023-07-10;583023;577595;469409;126707;78746;29988;695310.0;83.9;83.1;67.5;18.2;11.3;4.3
15;0;2023-07-10;120029;118998;97838;25117;14484;4745;143280.0;83.8;83.1;68.3;17.5;10.1;3.3
16;0;2023-07-10;288488;285548;232051;70237;41392;17522;350298.0;82.4;81.5;66.2;20.1;11.8;5.0
17;0;2023-07-10;563460;557945;449690;144652;88752;38263;659482.0;85.4;84.6;68.2;21.9;13.5;5.8
18;0;2023-07-10;242807;240430;196683;57065;31538;13515;296904.0;81.8;81.0;66.2;19.2;10.6;4.6
19;0;2023-07-10;196113;194173;156956;42903;25869;9531;238445.0;82.2;81.4;65.8;18.0;10.8;4.0
21;0;2023-07-10;422240;417962;330218;90741;57350;21289;534424.0;79.0;78.2;61.8;17.0;10.7;4.0
22;0;2023-07-10;516707;511318;416132;121363;74384;28763;601354.0;85.9;85.0;69.2;20.2;12.4;4.8
23;0;2023-07-10;92440;91514;75628;21649;11224;4268;113711.0;81.3;80.5;66.5;19.0;9.9;3.8
24;0;2023-07-10;336093;332189;268636;80011;46215;18932;411087.0;81.8;80.8;65.3;19.5;11.2;4.6
25;0;2023-07-10;405301;401272;304154;70647;41297;13885;547572.0;74.0;73.3;55.5;12.9;7.5;2.5
26;0;2023-07-10;399408;395016;299926;75322;45103;16458;524506.0;76.1;75.3;57.2;14.4;8.6;3.1
27;0;2023-07-10;481979;477089;375721;93789;55554;21776;593885.0;81.2;80.3;63.3;15.8;9.4;3.7
28;0;2023-07-10;344909;341300;271931;73207;43073;17961;427776.0;80.6;79.8;63.6;17.1;10.1;4.2
29;0;2023-07-10;783496;776168;638669;204230;130319;53961;922797.0;84.9;84.1;69.2;22.1;14.1;5.8
2A;0;2023-07-10;114610;112943;85826;15092;9126;2968;162314.0;70.6;69.6;52.9;9.3;5.6;1.8
2B;0;2023-07-10;123256;121422;92843;17924;10763;3579;187151.0;65.9;64.9;49.6;9.6;5.8;1.9
30;0;2023-07-10;586666;579266;446982;120479;73347;28011;753436.0;77.9;76.9;59.3;16.0;9.7;3.7
31;0;2023-07-10;1091271;1079802;828049;191531;121278;43733;1452055.0;75.2;74.4;57.0;13.2;8.4;3.0
32;0;2023-07-10;156408;154663;124442;34646;20364;7383;192279.0;81.3;80.4;64.7;18.0;10.6;3.8
33;0;2023-07-10;1347247;1332516;1046766;282182;180914;72528;1681330.0;80.1;79.3;62.3;16.8;10.8;4.3
34;0;2023-07-10;933097;922010;708577;186091;117870;45171;1217787.0;76.6;75.7;58.2;15.3;9.7;3.7
35;0;2023-07-10;893123;884842;698113;177000;113614;37907;1107860.0;80.6;79.9;63.0;16.0;10.3;3.4
36;0;2023-07-10;178431;176757;146563;41272;21964;8168;215031.0;83.0;82.2;68.2;19.2;10.2;3.8
37;0;2023-07-10;502357;497925;402194;122744;77026;33060;613406.0;81.9;81.2;65.6;20.0;12.6;5.4
38;0;2023-07-10;1012496;1002686;764430;191711;119428;43934;1285915.0;78.7;78.0;59.4;14.9;9.3;3.4
39;0;2023-07-10;200981;198907;154576;38205;22467;7463;257128.0;78.2;77.4;60.1;14.9;8.7;2.9
40;0;2023-07-10;357415;353922;283711;83261;51367;20221;422332.0;84.6;83.8;67.2;19.7;12.2;4.8
41;0;2023-07-10;272631;270033;220661;66288;39093;16546;325598.0;83.7;82.9;67.8;20.4;12.0;5.1
42;0;2023-07-10;594034;588453;450782;111815;66241;22550;767549.0;77.4;76.7;58.7;14.6;8.6;2.9
43;0;2023-07-10;178632;176930;135308;28462;16302;4803;227224.0;78.6;77.9;59.5;12.5;7.2;2.1
44;0;2023-07-10;1183942;1172879;921584;252969;167745;63836;1478101.0;80.1;79.4;62.3;17.1;11.3;4.3
45;0;2023-07-10;539418;533751;423522;119114;72073;30694;686200.0;78.6;77.8;61.7;17.4;10.5;4.5
46;0;2023-07-10;137736;136150;108884;30836;18234;6658;174522.0;78.9;78.0;62.4;17.7;10.4;3.8
47;0;2023-07-10;264038;260896;204666;52351;29950;10967;329135.0;80.2;79.3;62.2;15.9;9.1;3.3
48;0;2023-07-10;58278;57672;44665;10298;5857;1604;76573.0;76.1;75.3;58.3;13.4;7.6;2.1
49;0;2023-07-10;666950;661055;523587;143789;88674;33570;825241.0;80.8;80.1;63.4;17.4;10.7;4.1
50;0;2023-07-10;424032;420034;344894;94576;56710;20339;491281.0;86.3;85.5;70.2;19.3;11.5;4.1
51;0;2023-07-10;445138;440640;352585;96553;56959;23374;562545.0;79.1;78.3;62.7;17.2;10.1;4.2
52;0;2023-07-10;135621;134303;108997;27655;14882;5431;166343.0;81.5;80.7;65.5;16.6;8.9;3.3
53;0;2023-07-10;252704;250283;200569;47753;27699;8284;305870.0;82.6;81.8;65.6;15.6;9.1;2.7
54;0;2023-07-10;570110;564142;451925;121256;76947;30000;731006.0;78.0;77.2;61.8;16.6;10.5;4.1
55;0;2023-07-10;146040;144416;116925;31326;17400;6496;178156.0;82.0;81.1;65.6;17.6;9.8;3.6
56;0;2023-07-10;652890;646818;518794;151069;91100;34614;770921.0;84.7;83.9;67.3;19.6;11.8;4.5
57;0;2023-07-10;813106;804810;636691;143047;82087;26684;1044398.0;77.9;77.1;61.0;13.7;7.9;2.6
58;0;2023-07-10;165688;164086;136139;41792;22413;9319;199373.0;83.1;82.3;68.3;21.0;11.2;4.7
59;0;2023-07-10;2027409;2006512;1577565;385963;230062;86875;2606873.0;77.8;77.0;60.5;14.8;8.8;3.3
60;0;2023-07-10;637724;631007;483265;109060;63640;24203;833013.0;76.6;75.7;58.0;13.1;7.6;2.9
61;0;2023-07-10;227323;224979;182594;47739;26607;9509;273214.0;83.2;82.3;66.8;17.5;9.7;3.5
62;0;2023-07-10;1198867;1187666;956404;226481;131230;48857;1456555.0;82.3;81.5;65.7;15.5;9.0;3.4
63;0;2023-07-10;530497;525534;417657;106906;64515;24036;672494.0;78.9;78.1;62.1;15.9;9.6;3.6
64;0;2023-07-10;567355;561659;442290;119511;74082;27625;691770.0;82.0;81.2;63.9;17.3;10.7;4.0
65;0;2023-07-10;185478;183383;145728;37584;21352;7130;231014.0;80.3;79.4;63.1;16.3;9.2;3.1
66;0;2023-07-10;381947;377100;292175;80714;48521;19894;485396.0;78.7;77.7;60.2;16.6;10.0;4.1
67;0;2023-07-10;907298;898670;703724;166786;99020;34110;1156546.0;78.4;77.7;60.8;14.4;8.6;2.9
68;0;2023-07-10;568346;562201;434655;94103;54428;17276;768557.0;73.9;73.2;56.6;12.2;7.1;2.2
69;0;2023-07-10;1467740;1453121;1097989;269715;172680;65487;1912073.0;76.8;76.0;57.4;14.1;9.0;3.4
70;0;2023-07-10;184767;182907;145478;32336;17394;5746;232531.0;79.5;78.7;62.6;13.9;7.5;2.5
71;0;2023-07-10;448103;444097;357874;102332;58078;21501;546577.0;82.0;81.3;65.5;18.7;10.6;3.9
72;0;2023-07-10;465318;460801;367873;100648;57934;22522;564588.0;82.4;81.6;65.2;17.8;10.3;4.0
73;0;2023-07-10;349005;345474;259640;63767;40685;13873;442054.0;79.0;78.2;58.7;14.4;9.2;3.1
74;0;2023-07-10;613476;607483;438442;93781;57571;18320;850125.0;72.2;71.5;51.6;11.0;6.8;2.2
75;0;2023-07-10;1783988;1765829;1395363;362867;254917;97415;2139907.0;83.4;82.5;65.2;17.0;11.9;4.6
76;0;2023-07-10;1021030;1010970;809690;223167;135481;54717;1253596.0;81.4;80.6;64.6;17.8;10.8;4.4
77;0;2023-07-10;1083005;1070407;797595;175372;107821;40485;1443796.0;75.0;74.1;55.2;12.1;7.5;2.8
78;0;2023-07-10;1151957;1139767;873155;217571;144557;57765;1463709.0;78.7;77.9;59.7;14.9;9.9;3.9
79;0;2023-07-10;311536;308678;250587;68402;40238;14610;374426.0;83.2;82.4;66.9;18.3;10.7;3.9
80;0;2023-07-10;463777;459219;371588;97252;57559;22685;566328.0;81.9;81.1;65.6;17.2;10.2;4.0
81;0;2023-07-10;309772;306336;240868;63158;37654;12909;393046.0;78.8;77.9;61.3;16.1;9.6;3.3
82;0;2023-07-10;203400;200824;155086;38561;22501;8274;264216.0;77.0;76.0;58.7;14.6;8.5;3.1
83;0;2023-07-10;854967;843362;646138;171474;102217;39355;1095564.0;78.0;77.0;59.0;15.7;9.3;3.6
84;0;2023-07-10;431313;425448;319216;79678;48105;18144;562928.0;76.6;75.6;56.7;14.2;8.5;3.2
85;0;2023-07-10;596960;592073;478644;141502;85506;31491;699296.0;85.4;84.7;68.4;20.2;12.2;4.5
86;0;2023-07-10;350380;346960;281115;82987;50652;20453;440164.0;79.6;78.8;63.9;18.9;11.5;4.6
87;0;2023-07-10;303294;300384;244099;71941;43683;16970;369805.0;82.0;81.2;66.0;19.5;11.8;4.6
88;0;2023-07-10;291269;288529;229912;56747;31542;10452;358175.0;81.3;80.6;64.2;15.8;8.8;2.9
89;0;2023-07-10;264288;261331;206037;57588;33942;13762;330074.0;80.1;79.2;62.4;17.4;10.3;4.2
90;0;2023-07-10;105036;103951;80512;18454;10631;3731;137714.0;76.3;75.5;58.5;13.4;7.7;2.7
91;0;2023-07-10;989285;977245;723504;167386;107933;42377;1315404.0;75.2;74.3;55.0;12.7;8.2;3.2
92;0;2023-07-10;1280429;1267977;983190;230804;156424;58363;1643080.0;77.9;77.2;59.8;14.0;9.5;3.6
93;0;2023-07-10;1124376;1106264;743898;124239;71180;23223;1678367.0;67.0;65.9;44.3;7.4;4.2;1.4
94;0;2023-07-10;1053567;1041773;772383;173773;112540;42217;1434351.0;73.5;72.6;53.8;12.1;7.8;2.9
95;0;2023-07-10;924869;912616;652039;132847;79493;29791;1276534.0;72.5;71.5;51.1;10.4;6.2;2.3
971;0;2023-07-10;152189;146147;89052;8933;4103;1021;372939.0;40.8;39.2;23.9;2.4;1.1;0.3
972;0;2023-07-10;150824;145560;92934;9048;3581;1055;350373.0;43.0;41.5;26.5;2.6;1.0;0.3
973;0;2023-07-10;100359;90493;46361;3569;1604;313;294436.0;34.1;30.7;15.7;1.2;0.5;0.1
974;0;2023-07-10;580670;568420;371833;31462;10270;3430;868846.0;66.8;65.4;42.8;3.6;1.2;0.4
976;0;2023-07-10;162398;139831;51569;2044;1941;89;299348.0;54.3;46.7;17.2;0.7;0.6;0.0
977;0;2023-07-10;9018;8745;6039;458;138;49;10124.0;89.1;86.4;59.7;4.5;1.4;0.5
978;0;2023-07-10;14857;14004;6940;743;366;108;34065.0;43.6;41.1;20.4;2.2;1.1;0.3
