dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;n_tot_rappel_biv;n_tot_3_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel;couv_tot_rappel_biv;couv_tot_3_rappel
81;04;2023-07-10;3;1;0;0;0;0;16962.0;0.0;0.0;0.0;0.0;0.0;0.0
81;11;2023-07-10;595;470;24;1;5;0;9448.0;6.3;5.0;0.3;0.0;0.1;0.0
81;17;2023-07-10;23103;22559;4327;88;207;1;28509.0;81.0;79.1;15.2;0.3;0.7;0.0
81;24;2023-07-10;26349;25928;18235;419;308;7;27893.0;94.5;93.0;65.4;1.5;1.1;0.0
81;29;2023-07-10;14647;14423;9749;243;230;7;16459.0;89.0;87.6;59.2;1.5;1.4;0.0
81;39;2023-07-10;34561;34083;23930;912;770;32;40127.0;86.1;84.9;59.6;2.3;1.9;0.1
81;49;2023-07-10;42728;42351;33472;1967;1615;107;48414.0;88.3;87.5;69.1;4.1;3.3;0.2
81;59;2023-07-10;48711;48445;42130;5939;4079;510;54358.0;89.6;89.1;77.5;10.9;7.5;0.9
81;09;2023-07-10;386;306;5;0;1;0;20901.0;1.8;1.5;0.0;0.0;0.0;0.0
81;64;2023-07-10;24246;24135;22030;7885;4380;1354;27241.0;89.0;88.6;80.9;28.9;16.1;5.0
81;69;2023-07-10;24476;24361;22722;10259;5834;1991;26242.0;93.3;92.8;86.6;39.1;22.2;7.6
81;74;2023-07-10;24259;24147;22840;11716;6699;2516;25793.0;94.1;93.6;88.6;45.4;26.0;9.8
81;79;2023-07-10;15778;15679;14821;8370;4775;2065;17959.0;87.9;87.3;82.5;46.6;26.6;11.5
81;80;2023-07-10;29930;29448;26583;15359;8751;4319;32740.0;91.4;89.9;81.2;46.9;26.7;13.2
82;04;2023-07-10;5;2;1;0;0;0;12832.0;0.0;0.0;0.0;0.0;0.0;0.0
82;11;2023-07-10;445;373;27;4;10;1;7197.0;6.2;5.2;0.4;0.1;0.1;0.0
82;17;2023-07-10;16877;16472;3198;70;122;1;21403.0;78.9;77.0;14.9;0.3;0.6;0.0
82;24;2023-07-10;17689;17377;12105;275;273;4;18591.0;95.1;93.5;65.1;1.5;1.5;0.0
82;29;2023-07-10;10016;9794;6561;176;160;4;11258.0;89.0;87.0;58.3;1.6;1.4;0.0
82;39;2023-07-10;24343;23967;16900;609;484;22;28662.0;84.9;83.6;59.0;2.1;1.7;0.1
82;49;2023-07-10;30220;29922;23575;1280;1011;63;34701.0;87.1;86.2;67.9;3.7;2.9;0.2
82;59;2023-07-10;32297;32093;27772;4210;2759;372;35857.0;90.1;89.5;77.5;11.7;7.7;1.0
82;09;2023-07-10;250;194;3;0;0;0;15575.0;1.6;1.2;0.0;0.0;0.0;0.0
82;64;2023-07-10;15400;15318;13904;5179;2668;922;17171.0;89.7;89.2;81.0;30.2;15.5;5.4
82;69;2023-07-10;15253;15175;14157;6572;3586;1390;16264.0;93.8;93.3;87.0;40.4;22.0;8.5
82;74;2023-07-10;14554;14460;13579;6990;3815;1584;15665.0;92.9;92.3;86.7;44.6;24.4;10.1
82;79;2023-07-10;9544;9470;8854;4971;2793;1312;10726.0;89.0;88.3;82.5;46.3;26.0;12.2
82;80;2023-07-10;16507;16207;14450;8225;4820;2599;18314.0;90.1;88.5;78.9;44.9;26.3;14.2
83;04;2023-07-10;16;7;3;0;0;0;49305.0;0.0;0.0;0.0;0.0;0.0;0.0
83;11;2023-07-10;1365;1162;98;4;14;0;24311.0;5.6;4.8;0.4;0.0;0.1;0.0
83;17;2023-07-10;51952;50434;10815;256;521;14;72762.0;71.4;69.3;14.9;0.4;0.7;0.0
83;24;2023-07-10;68830;67275;43641;1080;944;27;74727.0;92.1;90.0;58.4;1.4;1.3;0.0
83;29;2023-07-10;43299;42325;26607;859;728;27;48193.0;89.8;87.8;55.2;1.8;1.5;0.1
83;39;2023-07-10;100438;98553;64171;2585;2068;111;119078.0;84.3;82.8;53.9;2.2;1.7;0.1
83;49;2023-07-10;115388;113978;84797;5284;4010;272;131319.0;87.9;86.8;64.6;4.0;3.1;0.2
83;59;2023-07-10;136950;135837;113315;15570;10363;1481;148490.0;92.2;91.5;76.3;10.5;7.0;1.0
83;09;2023-07-10;867;689;14;0;3;0;56489.0;1.5;1.2;0.0;0.0;0.0;0.0
83;64;2023-07-10;68473;68050;60427;20848;11502;3853;73186.0;93.6;93.0;82.6;28.5;15.7;5.3
83;69;2023-07-10;68514;68126;62416;27667;15936;6040;72406.0;94.6;94.1;86.2;38.2;22.0;8.3
83;74;2023-07-10;70855;70425;65587;33344;19215;8157;74754.0;94.8;94.2;87.7;44.6;25.7;10.9
83;79;2023-07-10;51288;50963;47356;26332;15380;7439;59501.0;86.2;85.7;79.6;44.3;25.8;12.5
83;80;2023-07-10;76732;75538;66891;37645;21533;11934;91043.0;84.3;83.0;73.5;41.3;23.7;13.1
84;04;2023-07-10;16;5;1;0;0;0;29121.0;0.1;0.0;0.0;0.0;0.0;0.0
84;11;2023-07-10;807;698;68;2;8;0;14067.0;5.7;5.0;0.5;0.0;0.1;0.0
84;17;2023-07-10;29518;28669;6440;138;289;3;42300.0;69.8;67.8;15.2;0.3;0.7;0.0
84;24;2023-07-10;37439;36621;23568;568;496;13;40668.0;92.1;90.0;58.0;1.4;1.2;0.0
84;29;2023-07-10;23434;22980;14398;486;392;14;26332.0;89.0;87.3;54.7;1.8;1.5;0.1
84;39;2023-07-10;54182;53272;34850;1370;1010;47;63304.0;85.6;84.2;55.1;2.2;1.6;0.1
84;49;2023-07-10;61729;61060;45234;2833;2089;149;68852.0;89.7;88.7;65.7;4.1;3.0;0.2
84;59;2023-07-10;70783;70260;58321;8476;5575;859;76595.0;92.4;91.7;76.1;11.1;7.3;1.1
84;09;2023-07-10;551;464;15;0;1;0;33497.0;1.6;1.4;0.0;0.0;0.0;0.0
84;64;2023-07-10;33803;33583;29474;10440;5732;1929;36524.0;92.6;91.9;80.7;28.6;15.7;5.3
84;69;2023-07-10;32138;31935;28857;12974;7405;2809;34630.0;92.8;92.2;83.3;37.5;21.4;8.1
84;74;2023-07-10;31837;31606;28997;14671;8611;3711;33991.0;93.7;93.0;85.3;43.2;25.3;10.9
84;79;2023-07-10;22223;22022;20442;11448;6859;3390;24775.0;89.7;88.9;82.5;46.2;27.7;13.7
84;80;2023-07-10;32853;32273;28551;16272;9638;5220;38272.0;85.8;84.3;74.6;42.5;25.2;13.6
85;04;2023-07-10;18;7;2;0;0;0;31579.0;0.1;0.0;0.0;0.0;0.0;0.0
85;11;2023-07-10;2228;1711;52;0;15;0;17228.0;12.9;9.9;0.3;0.0;0.1;0.0
85;17;2023-07-10;52120;51253;10951;218;444;3;53348.0;97.7;96.1;20.5;0.4;0.8;0.0
85;24;2023-07-10;50922;50471;38441;787;630;16;47147.0;99.0;99.0;81.5;1.7;1.3;0.0
85;29;2023-07-10;28874;28593;21238;562;453;20;28919.0;99.0;98.9;73.4;1.9;1.6;0.1
85;39;2023-07-10;69106;68508;51956;1852;1633;69;73293.0;94.3;93.5;70.9;2.5;2.2;0.1
85;49;2023-07-10;82666;82290;68778;4247;3515;197;87081.0;94.9;94.5;79.0;4.9;4.0;0.2
85;59;2023-07-10;88094;87821;79111;13734;9345;1303;91719.0;96.0;95.8;86.3;15.0;10.2;1.4
85;09;2023-07-10;1521;1161;12;1;0;0;38520.0;3.9;3.0;0.0;0.0;0.0;0.0
85;64;2023-07-10;47388;47259;44398;19638;10647;3407;48067.0;98.6;98.3;92.4;40.9;22.2;7.1
85;69;2023-07-10;49399;49264;47069;25681;14582;5213;49314.0;99.0;99.0;95.4;52.1;29.6;10.6
85;74;2023-07-10;48439;48292;46267;28429;16233;6476;49324.0;98.2;97.9;93.8;57.6;32.9;13.1
85;79;2023-07-10;28007;27863;26694;17436;10192;4970;31767.0;88.2;87.7;84.0;54.9;32.1;15.6
85;80;2023-07-10;48178;47580;43675;28917;17817;9817;51990.0;92.7;91.5;84.0;55.6;34.3;18.9
86;04;2023-07-10;6;2;1;0;0;0;20132.0;0.0;0.0;0.0;0.0;0.0;0.0
86;11;2023-07-10;1289;1061;32;3;13;1;10286.0;12.5;10.3;0.3;0.0;0.1;0.0
86;17;2023-07-10;28116;27505;6764;201;431;2;32760.0;85.8;84.0;20.6;0.6;1.3;0.0
86;24;2023-07-10;35048;34631;26235;772;710;21;42967.0;81.6;80.6;61.1;1.8;1.7;0.0
86;29;2023-07-10;20609;20361;15243;689;615;20;24279.0;84.9;83.9;62.8;2.8;2.5;0.1
86;39;2023-07-10;43168;42729;33187;1744;1482;50;48374.0;89.2;88.3;68.6;3.6;3.1;0.1
86;49;2023-07-10;48192;47930;40534;3384;2812;173;52417.0;91.9;91.4;77.3;6.5;5.4;0.3
86;59;2023-07-10;51991;51783;46782;9261;6426;974;55139.0;94.3;93.9;84.8;16.8;11.7;1.8
86;09;2023-07-10;1125;915;6;0;0;0;23744.0;4.7;3.9;0.0;0.0;0.0;0.0
86;64;2023-07-10;26250;26159;24418;11584;6263;2330;27964.0;93.9;93.5;87.3;41.4;22.4;8.3
86;69;2023-07-10;25799;25689;24363;13698;7773;3247;27391.0;94.2;93.8;88.9;50.0;28.4;11.9
86;74;2023-07-10;24466;24363;23156;14522;8212;3974;25911.0;94.4;94.0;89.4;56.0;31.7;15.3
86;79;2023-07-10;15416;15321;14515;9718;5642;3197;17005.0;90.7;90.1;85.4;57.1;33.2;18.8
86;80;2023-07-10;28905;28511;25879;17411;10273;6464;31795.0;90.9;89.7;81.4;54.8;32.3;20.3
87;04;2023-07-10;8;1;0;0;0;0;16451.0;0.0;0.0;0.0;0.0;0.0;0.0
87;11;2023-07-10;885;646;31;1;4;0;7972.0;11.1;8.1;0.4;0.0;0.1;0.0
87;17;2023-07-10;22072;21613;4785;98;206;0;25186.0;87.6;85.8;19.0;0.4;0.8;0.0
87;24;2023-07-10;27219;26935;19918;544;487;4;31049.0;87.7;86.7;64.2;1.8;1.6;0.0
87;29;2023-07-10;16610;16447;12101;526;422;16;18359.0;90.5;89.6;65.9;2.9;2.3;0.1
87;39;2023-07-10;35883;35497;26856;1349;1142;47;38467.0;93.3;92.3;69.8;3.5;3.0;0.1
87;49;2023-07-10;41335;41079;34345;2622;2244;128;43472.0;95.1;94.5;79.0;6.0;5.2;0.3
87;59;2023-07-10;46427;46230;41616;7769;5337;775;49187.0;94.4;94.0;84.6;15.8;10.9;1.6
87;09;2023-07-10;694;475;5;0;1;0;18545.0;3.7;2.6;0.0;0.0;0.0;0.0
87;64;2023-07-10;23422;23340;21817;9713;5433;1931;24654.0;95.0;94.7;88.5;39.4;22.0;7.8
87;69;2023-07-10;23728;23638;22451;12064;6924;2823;24792.0;95.7;95.3;90.6;48.7;27.9;11.4
87;74;2023-07-10;23860;23762;22639;13470;7827;3474;25290.0;94.3;94.0;89.5;53.3;30.9;13.7
87;79;2023-07-10;14717;14641;13912;8743;5074;2612;16945.0;86.9;86.4;82.1;51.6;29.9;15.4
87;80;2023-07-10;26434;26080;23623;15042;8582;5160;29436.0;89.8;88.6;80.3;51.1;29.2;17.5
88;04;2023-07-10;6;3;0;0;0;0;15379.0;0.0;0.0;0.0;0.0;0.0;0.0
88;11;2023-07-10;849;686;27;0;4;0;8086.0;10.5;8.5;0.3;0.0;0.0;0.0
88;17;2023-07-10;22905;22469;5025;82;177;2;25833.0;88.7;87.0;19.5;0.3;0.7;0.0
88;24;2023-07-10;26094;25751;18830;465;445;12;25634.0;99.0;99.0;73.5;1.8;1.7;0.0
88;29;2023-07-10;14868;14682;10412;311;278;14;15875.0;93.7;92.5;65.6;2.0;1.8;0.1
88;39;2023-07-10;33071;32709;23983;895;698;31;37359.0;88.5;87.6;64.2;2.4;1.9;0.1
88;49;2023-07-10;38418;38169;31104;1856;1397;111;42264.0;90.9;90.3;73.6;4.4;3.3;0.3
88;59;2023-07-10;46557;46361;40988;5762;3689;546;50923.0;91.4;91.0;80.5;11.3;7.2;1.1
88;09;2023-07-10;696;569;4;0;0;0;18295.0;3.8;3.1;0.0;0.0;0.0;0.0
88;64;2023-07-10;23924;23837;21949;7769;3983;1218;26181.0;91.4;91.0;83.8;29.7;15.2;4.7
88;69;2023-07-10;23576;23485;22039;9671;5045;1661;25512.0;92.4;92.1;86.4;37.9;19.8;6.5
88;74;2023-07-10;23285;23186;21941;11084;5956;2141;24726.0;94.2;93.8;88.7;44.8;24.1;8.7
88;79;2023-07-10;13030;12947;12185;6596;3447;1445;15386.0;84.7;84.1;79.2;42.9;22.4;9.4
88;80;2023-07-10;23990;23675;21425;12256;6423;3271;26722.0;89.8;88.6;80.2;45.9;24.0;12.2
89;04;2023-07-10;4;1;0;0;0;0;14887.0;0.0;0.0;0.0;0.0;0.0;0.0
89;11;2023-07-10;857;698;34;0;3;0;8026.0;10.7;8.7;0.4;0.0;0.0;0.0
89;17;2023-07-10;20754;20242;4560;109;237;2;24577.0;84.4;82.4;18.6;0.4;1.0;0.0
89;24;2023-07-10;22110;21770;15760;390;305;12;21832.0;99.0;99.0;72.2;1.8;1.4;0.1
89;29;2023-07-10;13206;13010;9288;276;222;17;13911.0;94.9;93.5;66.8;2.0;1.6;0.1
89;39;2023-07-10;31268;30873;22488;935;720;48;35485.0;88.1;87.0;63.4;2.6;2.0;0.1
89;49;2023-07-10;35769;35459;28380;1882;1431;109;39759.0;90.0;89.2;71.4;4.7;3.6;0.3
89;59;2023-07-10;41709;41518;36173;5916;3970;593;45189.0;92.3;91.9;80.0;13.1;8.8;1.3
89;09;2023-07-10;603;496;1;0;0;0;18247.0;3.3;2.7;0.0;0.0;0.0;0.0
89;64;2023-07-10;21166;21077;19204;7768;4113;1515;23006.0;92.0;91.6;83.5;33.8;17.9;6.6
89;69;2023-07-10;21275;21161;19639;9826;5457;2245;22801.0;93.3;92.8;86.1;43.1;23.9;9.8
89;74;2023-07-10;21119;20998;19619;11210;6319;2918;22768.0;92.8;92.2;86.2;49.2;27.8;12.8
89;79;2023-07-10;12484;12394;11575;7014;3882;2048;14681.0;85.0;84.4;78.8;47.8;26.4;14.0
89;80;2023-07-10;21964;21634;19316;12262;7283;4255;24905.0;88.2;86.9;77.6;49.2;29.2;17.1
90;04;2023-07-10;5;2;1;0;0;0;6958.0;0.1;0.0;0.0;0.0;0.0;0.0
90;11;2023-07-10;414;343;21;1;4;0;3381.0;12.2;10.1;0.6;0.0;0.1;0.0
90;17;2023-07-10;8319;8154;1903;38;78;1;10444.0;79.7;78.1;18.2;0.4;0.7;0.0
90;24;2023-07-10;10648;10485;7470;151;118;2;11810.0;90.2;88.8;63.3;1.3;1.0;0.0
90;29;2023-07-10;6439;6349;4362;118;93;3;7448.0;86.5;85.2;58.6;1.6;1.2;0.0
90;39;2023-07-10;13645;13467;9455;325;274;10;16154.0;84.5;83.4;58.5;2.0;1.7;0.1
90;49;2023-07-10;14971;14870;12017;781;617;41;17376.0;86.2;85.6;69.2;4.5;3.6;0.2
90;59;2023-07-10;16346;16278;14296;1994;1387;194;18527.0;88.2;87.9;77.2;10.8;7.5;1.0
90;09;2023-07-10;304;243;5;0;0;0;7550.0;4.0;3.2;0.1;0.0;0.0;0.0
90;64;2023-07-10;7735;7708;7031;2539;1350;447;8905.0;86.9;86.6;79.0;28.5;15.2;5.0
90;69;2023-07-10;7300;7271;6775;3072;1666;629;8169.0;89.4;89.0;82.9;37.6;20.4;7.7
90;74;2023-07-10;7235;7210;6743;3464;1896;767;7666.0;94.4;94.1;88.0;45.2;24.7;10.0
90;79;2023-07-10;4246;4225;3947;2220;1195;546;5035.0;84.3;83.9;78.4;44.1;23.7;10.8
90;80;2023-07-10;7429;7346;6486;3751;1953;1091;8291.0;89.6;88.6;78.2;45.2;23.6;13.2
91;04;2023-07-10;51;22;10;0;0;0;85441.0;0.1;0.0;0.0;0.0;0.0;0.0
91;11;2023-07-10;3437;3030;225;5;54;0;37779.0;9.1;8.0;0.6;0.0;0.1;0.0
91;17;2023-07-10;83922;81857;18911;562;1002;2;108941.0;77.0;75.1;17.4;0.5;0.9;0.0
91;24;2023-07-10;106282;104711;72604;2144;1668;37;117913.0;90.1;88.8;61.6;1.8;1.4;0.0
91;29;2023-07-10;72183;71124;47668;1724;1304;38;77946.0;92.6;91.2;61.2;2.2;1.7;0.0
91;39;2023-07-10;152732;150634;101822;4696;3657;174;172438.0;88.6;87.4;59.0;2.7;2.1;0.1
91;49;2023-07-10;161257;159776;122078;8599;7081;376;176750.0;91.2;90.4;69.1;4.9;4.0;0.2
91;59;2023-07-10;158703;157772;134606;22535;16411;2220;168478.0;94.2;93.6;79.9;13.4;9.7;1.3
91;09;2023-07-10;2662;2210;40;0;2;0;90384.0;2.9;2.4;0.0;0.0;0.0;0.0
91;64;2023-07-10;63556;63242;56819;24551;13986;5408;71724.0;88.6;88.2;79.2;34.2;19.5;7.5
91;69;2023-07-10;50667;50369;46374;24441;14623;6458;57881.0;87.5;87.0;80.1;42.2;25.3;11.2
91;74;2023-07-10;48791;48511;45306;27475;16794;8308;53150.0;91.8;91.3;85.2;51.7;31.6;15.6
91;79;2023-07-10;32061;31826;29765;19334;12110;6954;37514.0;85.5;84.8;79.3;51.5;32.3;18.5
91;80;2023-07-10;52981;52161;47276;31320;19241;12402;59065.0;89.7;88.3;80.0;53.0;32.6;21.0
92;04;2023-07-10;83;25;11;0;0;0;100970.0;0.1;0.0;0.0;0.0;0.0;0.0
92;11;2023-07-10;4885;4310;410;13;112;0;41099.0;11.9;10.5;1.0;0.0;0.3;0.0
92;17;2023-07-10;97690;95614;25129;991;1611;15;119789.0;81.6;79.8;21.0;0.8;1.3;0.0
92;24;2023-07-10;127204;125788;92562;3740;2622;73;141180.0;90.1;89.1;65.6;2.6;1.9;0.1
92;29;2023-07-10;111041;110163;82273;4237;3056;105;108835.0;99.0;99.0;75.6;3.9;2.8;0.1
92;39;2023-07-10;222942;221092;167221;11684;9359;324;245179.0;90.9;90.2;68.2;4.8;3.8;0.1
92;49;2023-07-10;213071;211663;171697;16991;14106;694;231441.0;92.1;91.5;74.2;7.3;6.1;0.3
92;59;2023-07-10;194905;193828;168623;34495;25868;3337;207388.0;94.0;93.5;81.3;16.6;12.5;1.6
92;09;2023-07-10;4261;3597;105;2;5;0;103989.0;4.1;3.5;0.1;0.0;0.0;0.0
92;64;2023-07-10;75809;75423;67917;30965;18036;7108;85675.0;88.5;88.0;79.3;36.1;21.1;8.3
92;69;2023-07-10;61049;60638;55576;30195;18886;8836;70420.0;86.7;86.1;78.9;42.9;26.8;12.5
92;74;2023-07-10;58843;58475;54231;32998;21198;11124;64167.0;91.7;91.1;84.5;51.4;33.0;17.3
92;79;2023-07-10;39645;39348;36518;23799;15649;9333;45992.0;86.2;85.6;79.4;51.7;34.0;20.3
92;80;2023-07-10;69001;68013;60917;40694;25916;17414;76956.0;89.7;88.4;79.2;52.9;33.7;22.6
93;04;2023-07-10;43;14;5;0;0;0;122904.0;0.0;0.0;0.0;0.0;0.0;0.0
93;11;2023-07-10;2587;2279;304;9;32;0;49837.0;5.2;4.6;0.6;0.0;0.1;0.0
93;17;2023-07-10;82143;79150;16281;479;696;7;141278.0;58.1;56.0;11.5;0.3;0.5;0.0
93;24;2023-07-10;119079;116447;70473;2277;1471;30;153836.0;77.4;75.7;45.8;1.5;1.0;0.0
93;29;2023-07-10;92772;91205;56607;2458;1553;47;109939.0;84.4;83.0;51.5;2.2;1.4;0.0
93;39;2023-07-10;201510;198311;124375;6459;4279;181;252108.0;79.9;78.7;49.3;2.6;1.7;0.1
93;49;2023-07-10;194839;192440;130474;8409;6007;353;232221.0;83.9;82.9;56.2;3.6;2.6;0.2
93;59;2023-07-10;178720;177016;135753;17444;11212;1607;197621.0;90.4;89.6;68.7;8.8;5.7;0.8
93;09;2023-07-10;2174;1787;87;1;2;0;129299.0;1.7;1.4;0.1;0.0;0.0;0.0
93;64;2023-07-10;71788;71122;58377;18003;9106;3270;79422.0;90.4;89.5;73.5;22.7;11.5;4.1
93;69;2023-07-10;57775;57206;48418;18668;9965;4103;67702.0;85.3;84.5;71.5;27.6;14.7;6.1
93;74;2023-07-10;47876;47398;41061;18448;10123;4519;55706.0;85.9;85.1;73.7;33.1;18.2;8.1
93;79;2023-07-10;29009;28654;24820;11983;6434;3139;34805.0;83.3;82.3;71.3;34.4;18.5;9.0
93;80;2023-07-10;44061;43235;36863;19601;10300;5967;51689.0;85.2;83.6;71.3;37.9;19.9;11.5
94;04;2023-07-10;55;32;10;1;1;0;91023.0;0.1;0.0;0.0;0.0;0.0;0.0
94;11;2023-07-10;3077;2697;251;6;50;0;37020.0;8.3;7.3;0.7;0.0;0.1;0.0
94;17;2023-07-10;78436;76510;17720;581;1103;16;108386.0;72.4;70.6;16.3;0.5;1.0;0.0
94;24;2023-07-10;109943;108432;74679;2601;1919;57;129987.0;84.6;83.4;57.5;2.0;1.5;0.0
94;29;2023-07-10;86703;85674;59274;2731;1972;68;96563.0;89.8;88.7;61.4;2.8;2.0;0.1
94;39;2023-07-10;175565;173645;121071;7390;5573;248;206380.0;85.1;84.1;58.7;3.6;2.7;0.1
94;49;2023-07-10;171709;170327;129498;10732;8711;539;192146.0;89.4;88.6;67.4;5.6;4.5;0.3
94;59;2023-07-10;165079;164027;137600;24115;17390;2405;179531.0;92.0;91.4;76.6;13.4;9.7;1.3
94;09;2023-07-10;2851;2424;78;0;0;0;94805.0;3.0;2.6;0.1;0.0;0.0;0.0
94;64;2023-07-10;67386;67019;59024;24389;13726;5192;77369.0;87.1;86.6;76.3;31.5;17.7;6.7
94;69;2023-07-10;54538;54194;49011;25081;14797;6691;63347.0;86.1;85.6;77.4;39.6;23.4;10.6
94;74;2023-07-10;50211;49867;45876;26674;16600;8320;55539.0;90.4;89.8;82.6;48.0;29.9;15.0
94;79;2023-07-10;32510;32259;29667;18293;11468;6437;38329.0;84.8;84.2;77.4;47.7;29.9;16.8
94;80;2023-07-10;55504;54666;48624;31179;19230;12244;63926.0;86.8;85.5;76.1;48.8;30.1;19.2
95;04;2023-07-10;33;13;3;0;0;0;89492.0;0.0;0.0;0.0;0.0;0.0;0.0
95;11;2023-07-10;2334;2045;219;3;23;0;38856.0;6.0;5.3;0.6;0.0;0.1;0.0
95;17;2023-07-10;76149;73940;16268;467;773;7;109749.0;69.4;67.4;14.8;0.4;0.7;0.0
95;24;2023-07-10;97957;96265;63214;1979;1317;26;114269.0;85.7;84.2;55.3;1.7;1.2;0.0
95;29;2023-07-10;68438;67347;43415;1495;966;38;76100.0;89.9;88.5;57.0;2.0;1.3;0.0
95;39;2023-07-10;154712;152560;99720;4332;2901;128;173785.0;89.0;87.8;57.4;2.5;1.7;0.1
95;49;2023-07-10;156001;154379;113310;7262;5307;297;171908.0;90.7;89.8;65.9;4.2;3.1;0.2
95;59;2023-07-10;146110;145088;120055;18224;12157;1727;156670.0;93.3;92.6;76.6;11.6;7.8;1.1
95;09;2023-07-10;1749;1491;46;1;1;0;94452.0;1.9;1.6;0.0;0.0;0.0;0.0
95;64;2023-07-10;60575;60201;52728;20180;10821;3909;68436.0;88.5;88.0;77.0;29.5;15.8;5.7
95;69;2023-07-10;49483;49133;44036;21292;11988;5267;56816.0;87.1;86.5;77.5;37.5;21.1;9.3
95;74;2023-07-10;43902;43591;39732;21968;12688;6150;48539.0;90.4;89.8;81.9;45.3;26.1;12.7
95;79;2023-07-10;26162;25954;23590;13690;8035;4352;31135.0;84.0;83.4;75.8;44.0;25.8;14.0
95;80;2023-07-10;41264;40609;35703;21954;12516;7890;46327.0;89.1;87.7;77.1;47.4;27.0;17.0
971;04;2023-07-10;18;9;3;0;0;0;18516.0;0.1;0.0;0.0;0.0;0.0;0.0
971;11;2023-07-10;178;151;20;0;1;0;8800.0;2.0;1.7;0.2;0.0;0.0;0.0
971;17;2023-07-10;8559;8118;1618;41;69;1;29902.0;28.6;27.1;5.4;0.1;0.2;0.0
971;24;2023-07-10;13602;12645;6310;124;345;1;28894.0;47.1;43.8;21.8;0.4;1.2;0.0
971;29;2023-07-10;7108;6696;3439;91;59;2;16428.0;43.3;40.8;20.9;0.6;0.4;0.0
971;39;2023-07-10;17564;16802;9412;278;183;7;36227.0;48.5;46.4;26.0;0.8;0.5;0.0
971;49;2023-07-10;22573;21740;13278;443;280;12;44530.0;50.7;48.8;29.8;1.0;0.6;0.0
971;59;2023-07-10;29226;28259;18505;1166;666;85;60088.0;48.6;47.0;30.8;1.9;1.1;0.1
971;09;2023-07-10;118;86;5;0;2;0;20498.0;0.6;0.4;0.0;0.0;0.0;0.0
971;64;2023-07-10;13693;13270;9139;1428;524;182;28059.0;48.8;47.3;32.6;5.1;1.9;0.6
971;69;2023-07-10;12613;12310;9087;1741;650;209;24664.0;51.1;49.9;36.8;7.1;2.6;0.8
971;74;2023-07-10;10826;10564;7705;1489;551;219;20230.0;53.5;52.2;38.1;7.4;2.7;1.1
971;79;2023-07-10;7635;7411;5341;1115;419;156;14863.0;51.4;49.9;35.9;7.5;2.8;1.0
971;80;2023-07-10;8476;8086;5190;1017;354;147;21240.0;39.9;38.1;24.4;4.8;1.7;0.7
972;04;2023-07-10;17;8;8;0;0;0;15725.0;0.1;0.1;0.1;0.0;0.0;0.0
972;11;2023-07-10;210;190;9;0;0;0;7509.0;2.8;2.5;0.1;0.0;0.0;0.0
972;17;2023-07-10;7934;7571;1419;22;34;0;25105.0;31.6;30.2;5.7;0.1;0.1;0.0
972;24;2023-07-10;12214;11364;5519;98;120;2;25613.0;47.7;44.4;21.5;0.4;0.5;0.0
972;29;2023-07-10;6906;6514;3332;99;63;2;14946.0;46.2;43.6;22.3;0.7;0.4;0.0
972;39;2023-07-10;17605;16862;9655;312;195;5;34226.0;51.4;49.3;28.2;0.9;0.6;0.0
972;49;2023-07-10;20521;19820;12706;428;277;27;38563.0;53.2;51.4;32.9;1.1;0.7;0.1
972;59;2023-07-10;29182;28329;19238;1149;551;90;59883.0;48.7;47.3;32.1;1.9;0.9;0.2
972;09;2023-07-10;144;120;7;0;0;0;17399.0;0.8;0.7;0.0;0.0;0.0;0.0
972;64;2023-07-10;14584;14226;10317;1404;439;153;29202.0;49.9;48.7;35.3;4.8;1.5;0.5
972;69;2023-07-10;13124;12836;9894;1668;559;213;24798.0;52.9;51.8;39.9;6.7;2.3;0.9
972;74;2023-07-10;11016;10808;8417;1640;604;263;19777.0;55.7;54.6;42.6;8.3;3.1;1.3
972;79;2023-07-10;7634;7488;5762;1070;361;161;14685.0;52.0;51.0;39.2;7.3;2.5;1.1
972;80;2023-07-10;9733;9424;6651;1158;378;139;22942.0;42.4;41.1;29.0;5.0;1.6;0.6
973;04;2023-07-10;47;24;2;0;0;0;30584.0;0.2;0.1;0.0;0.0;0.0;0.0
973;11;2023-07-10;365;305;20;0;1;0;12084.0;3.0;2.5;0.2;0.0;0.0;0.0
973;17;2023-07-10;9268;8091;1657;27;71;0;35486.0;26.1;22.8;4.7;0.1;0.2;0.0
973;24;2023-07-10;13448;11419;5049;123;129;1;33017.0;40.7;34.6;15.3;0.4;0.4;0.0
973;29;2023-07-10;8810;7781;3489;115;85;4;19075.0;46.2;40.8;18.3;0.6;0.4;0.0
973;39;2023-07-10;19632;17639;8810;308;174;7;40383.0;48.6;43.7;21.8;0.8;0.4;0.0
973;49;2023-07-10;18079;16534;9045;350;175;6;35506.0;50.9;46.6;25.5;1.0;0.5;0.0
973;59;2023-07-10;15599;14474;8917;711;324;47;27701.0;56.3;52.3;32.2;2.6;1.2;0.2
973;09;2023-07-10;382;302;12;0;0;0;30494.0;1.3;1.0;0.0;0.0;0.0;0.0
973;64;2023-07-10;5635;5327;3524;710;217;74;10463.0;53.9;50.9;33.7;6.8;2.1;0.7
